Entity Name,Course Type,Prefix,Code,Name
Department of Sociology,Sociology,SOCY,4263,Group Processes
Department of Sociology,Sociology,SOCY,4265,Social Psychology of Law
Department of Sociology,Sociology,SOCY,4267,Sociology of the Internet
Department of Sociology,Sociology,SOCY,4480,Internship in Sociology
Department of Sociology,Sociology,SOCY,4482,Undergraduate Teaching Internship in Sociology
Department of Sociology,Sociology,SOCY,3769,Honors Sociology of Health and Illness
Department of Sociology,Sociology,SOCY,4734,Honors Families and Aging
Department of Sociology,Sociology,SOCY,4755,Honors Sociological Research Methods
Department of Sociology,Sociology,SOCY,4755L,Honors Sociological Research Methods Laboratory
Department of Sociology,Sociology,SOCY,4756,Honors Quantitative Analysis
Department of Sociology,Sociology,SOCY,4756L,Honors Quantitative Analysis Laboratory
Department of Sociology,Sociology,SOCY,4763,Honors Sociology of Group Processes
Department of Sociology,Sociology,SOCY,4765,Honors Social Psychology of Law
Department of Sociology,Sociology,SOCY,4773,Honors Sociology of Deviant Behavior - Writing Intensive
School of Social Work,Social Work,SOWK,2182,Human Behavior in the Social Environment I
School of Social Work,Social Work,SOWK,2183,Human Behavior in the Social Environment II
School of Social Work,Social Work,SOWK,3120,Diversity and Populations-at-Risk
School of Social Work,Social Work,SOWK,3133,Community Engagement and Outreach
School of Social Work,Social Work,SOWK,3181,Practice Methods I
School of Social Work,Social Work,SOWK,3182,Practice Methods II
School of Social Work,Social Work,SOWK,3184,Practice Methods III
School of Social Work,Social Work,SOWK,3199,"Professional Behaviors, Ethics, and Communication"
School of Social Work,Social Work,SOWK,3201,Foundations of Social Welfare
School of Social Work,Social Work,SOWK,3202,Social Welfare Policy
School of Social Work,Social Work,SOWK,3482,Social Work Practicum I
School of Social Work,Social Work,SOWK,3484,Social Work Practicum II
School of Social Work,Social Work,SOWK,3895,Directed Individual Study
School of Social Work,Social Work,SOWK,3900,Social Work Research I
School of Social Work,Social Work,SOWK,3988,Social Work Research II
School of Social Work,Social Work,SOWK,4101,Social Work Practice with Older Adults
Department of Languages and Culture Studies,Spanish,SPAN,1201,Elementary Spanish I
Department of Languages and Culture Studies,Spanish,SPAN,1202,Elementary Spanish II
Department of Languages and Culture Studies,Spanish,SPAN,2050,Topics in Spanish
Department of Languages and Culture Studies,Spanish,SPAN,2105,Spanish Communication Skills Development I
Department of Languages and Culture Studies,Spanish,SPAN,2106,Spanish Communication Skills Development II
Department of Languages and Culture Studies,Spanish,SPAN,2200,Spanish for Reading Knowledge
Department of Languages and Culture Studies,Spanish,SPAN,2201,Intermediate Spanish I
Department of Languages and Culture Studies,Spanish,SPAN,2202,Intermediate Spanish II
Department of Languages and Culture Studies,Spanish,SPAN,2210,Introduction to Spanish for Commerce
Department of Languages and Culture Studies,Spanish,SPAN,3221,Spanish for Criminal Justice
Department of Languages and Culture Studies,Spanish,SPAN,3222,Spanish for Medical and Healthcare
Department of Languages and Culture Studies,Spanish,SPAN,3009,Masterpieces of Hispanic Literature in English
Department of Languages and Culture Studies,Spanish,SPAN,3019,Hispanic Women Writers in English Translation
Department of Languages and Culture Studies,Spanish,SPAN,3029,Cultural Dimension of Doing Business with Spanish-Speaking Countries
Department of Languages and Culture Studies,Spanish,SPAN,3030,Business and Culture in the Hispanic Caribbean Region
Department of Languages and Culture Studies,Spanish,SPAN,3050,Topics in Spanish
Department of Languages and Culture Studies,Spanish,SPAN,3160,Studies in Hispanic Film
Department of Languages and Culture Studies,Spanish,SPAN,3201,Advanced Spanish Grammar and Composition I
Department of Languages and Culture Studies,Spanish,SPAN,3202,Advanced Spanish Conversation and Composition
Department of Languages and Culture Studies,Spanish,SPAN,3203,Spanish for Heritage Speakers
Department of Languages and Culture Studies,Spanish,SPAN,3208,Introduction to Literary Analysis
Department of Languages and Culture Studies,Spanish,SPAN,3209,Spanish Civilization and Culture
Department of Languages and Culture Studies,Spanish,SPAN,3210,Spanish American Civilization and Culture
Department of Languages and Culture Studies,Spanish,SPAN,4208,Survey of Spanish Peninsular Literature
Department of Languages and Culture Studies,Spanish,SPAN,4209,Survey of Spanish American Literature
Department of Languages and Culture Studies,Spanish,SPAN,3220,Spanish for Business and International Trade
Department of Languages and Culture Studies,Spanish,SPAN,3800,Directed Individual Study
Department of Languages and Culture Studies,Spanish,SPAN,4050,Selected Topics in Spanish
Department of Languages and Culture Studies,Spanish,SPAN,4120,Advanced Business Spanish I
Department of Languages and Culture Studies,Spanish,SPAN,4121,Advanced Business Spanish II
Department of Languages and Culture Studies,Spanish,SPAN,4122,Studies in Advanced Business Spanish
Department of Languages and Culture Studies,Spanish,SPAN,4201,Nineteenth Century Spanish Literature
Department of Languages and Culture Studies,Spanish,SPAN,4202,Twentieth Century Spanish Literature
Department of Languages and Culture Studies,Spanish,SPAN,4205,Novel of the Golden Age
Department of Languages and Culture Studies,Spanish,SPAN,4206,Theater of the Golden Age
Department of Languages and Culture Studies,Spanish,SPAN,4210,Studies in Spanish American Poetry
Department of Languages and Culture Studies,Spanish,SPAN,4211,Studies in Spanish American Prose Fiction
Department of Languages and Culture Studies,Spanish,SPAN,4212,Studies in Spanish American Theater
Department of Languages and Culture Studies,Spanish,SPAN,4213,Cervantes
Department of Languages and Culture Studies,Spanish,SPAN,4214,Studies in Hispanic Children's Literature
Department of Languages and Culture Studies,Spanish,SPAN,4215,Studies in Regional Literature of the Americas
Department of Languages and Culture Studies,Spanish,SPAN,4216,"Social, Political, Cultural, Economic Issues in Hispanic Literature"
Department of Languages and Culture Studies,Spanish,SPAN,4217,Topics in Hispanic Culture and Civilization
Department of Languages and Culture Studies,Spanish,SPAN,4231,Spanish Phonetics
Department of Languages and Culture Studies,Spanish,SPAN,4232,Spanish Linguistics
Department of Languages and Culture Studies,Spanish,SPAN,4233,History of the Spanish Language
Department of Languages and Culture Studies,Languages and Culture Studies,LACS,4700,Honors Project
Department of Languages and Culture Studies,Spanish,SPAN,3409,Service Learning in the Hispanic Community
Department of Languages and Culture Studies,Spanish,SPAN,4410,Professional Internship in Spanish
Department of Languages and Culture Studies,Spanish,SPAN,4800,Directed Individual Study
Department of Special Education and Child Development,Special Education,SPED,2100,Exceptionality in Schools and Society
Department of Special Education and Child Development,Special Education,SPED,3100,Critical Issues in Special Education
